订单创建日期,销售订单号,行项目号,幅宽,订单件数,移库日期
2024/2/14,0021044166,20,2200,5.000,2024/2/15
2024/2/14,0021044166,30,2100,3.000,2024/2/15
2024/2/14,0021044166,40,1800,10.000,2024/2/15
2024/2/14,0021044166,50,1700,13.000,2024/2/15
2024/2/14,0021044166,60,2500,1.000,2024/2/15
2024/2/14,0021044166,70,2300,1.000,2024/2/15
2024/2/14,0021044166,80,2150,5.000,2024/2/15
2024/2/14,0021044166,90,1900,5.000,2024/2/15
2024/2/14,0021044166,100,2000,3.000,2024/2/15
2024/2/14,0021044167,10,990,5.000,2024/2/15
2024/2/14,0021044167,20,1000,6.000,2024/2/15
2024/2/14,0021044167,30,1020,4.000,2024/2/15
2024/2/14,0021044179,10,1350,1.000,2024/2/22
2024/2/14,0021044179,20,1600,3.000,2024/2/22
2024/2/14,0021044179,30,1900,4.000,2024/2/22
2024/2/14,0021044179,40,1500,8.000,2024/2/22
2024/2/14,0021044179,50,1550,2.000,2024/2/22
2024/2/14,0021044179,60,1650,2.000,2024/2/22
2024/2/14,0021044179,70,2050,4.000,2024/2/22
2024/2/14,0021044179,80,2150,1.000,2024/2/22
2024/2/14,0021044179,90,2250,1.000,2024/2/22
2024/2/14,0021044179,100,1450,1.000,2024/2/22
2024/2/14,0021044179,110,1700,8.000,2024/2/22
2024/2/14,0021044179,120,1750,2.000,2024/2/22
2024/2/14,0021044179,130,1800,18.000,2024/2/22
2024/2/14,0021044179,140,1850,15.000,2024/2/22
2024/2/14,0021044179,150,1950,2.000,2024/2/22
2024/2/14,0021044179,160,1300,1.000,2024/2/22
2024/2/14,0021044179,170,2000,2.000,2024/2/22
2024/2/14,0021044179,180,2100,1.000,2024/2/22
2024/2/14,0021044179,190,2200,2.000,2024/2/22
2024/2/14,0021044179,200,2100,1.000,2024/2/22
2024/2/14,0021044179,210,1850,1.000,2024/2/22
2024/2/14,0021044180,10,1600,3.000,2024/2/16
2024/2/14,0021044180,20,1650,4.000,2024/2/16
2024/2/14,0021044180,30,1800,4.000,2024/2/16
2024/2/14,0021044180,40,1850,3.000,2024/2/16
2024/2/14,0021044180,50,2000,5.000,2024/2/16
2024/2/14,0021044180,60,2050,5.000,2024/2/16
2024/2/14,0021044180,70,2200,5.000,2024/2/16
2024/2/14,0021044180,80,2250,5.000,2024/2/17
2024/2/14,0021044180,90,2400,5.000,2024/2/16
2024/2/14,0021044180,100,2500,3.000,2024/2/16
2024/2/14,0021044180,110,2600,4.000,2024/2/16
2024/2/14,0021044180,120,1450,5.000,2024/2/18
2024/2/14,0021044180,130,1500,5.000,2024/2/16
2024/2/14,0021044180,140,1650,5.000,2024/2/16
2024/2/14,0021044180,150,1700,5.000,2024/2/16
2024/2/14,0021044180,160,1800,5.000,2024/2/16
2024/2/14,0021044180,170,1950,5.000,2024/2/16
2024/2/14,0021044180,180,2000,5.000,2024/2/16
2024/2/14,0021044180,190,2050,5.000,2024/2/16
2024/2/14,0021044180,200,2100,5.000,2024/2/16
2024/2/14,0021044180,210,2250,5.000,2024/2/16
2024/2/14,0021044180,220,2300,6.000,2024/2/16
2024/2/14,0021044180,230,2450,5.000,2024/2/17
2024/2/14,0021044180,240,2500,5.000,2024/2/16
2024/2/14,0021044180,250,2800,5.000,2024/2/17
2024/2/14,0021044180,260,1450,5.000,2024/2/16
2024/2/14,0021044180,270,1550,4.000,2024/2/16
2024/2/14,0021044180,280,1700,4.000,2024/2/16
2024/2/14,0021044180,290,1750,5.000,2024/2/16
2024/2/14,0021044180,300,1900,5.000,2024/2/16
2024/2/14,0021044180,310,1950,5.000,2024/2/16
2024/2/14,0021044180,320,2100,5.000,2024/2/16
2024/2/14,0021044180,330,2150,6.000,2024/2/17
2024/2/14,0021044180,340,2300,5.000,2024/2/16
2024/2/14,0021044180,350,2350,3.000,2024/2/17
2024/2/14,0021044180,360,2450,3.000,2024/2/16
2024/2/14,0021044180,370,2700,4.000,2024/2/16
2024/2/14,0021044180,380,2800,3.000,2024/2/16
2024/2/14,0021044180,390,1550,5.000,2024/2/16
2024/2/14,0021044180,400,1600,5.000,2024/2/16
2024/2/14,0021044180,410,1750,5.000,2024/2/16
2024/2/14,0021044180,420,1850,5.000,2024/2/16
2024/2/14,0021044180,430,1900,5.000,2024/2/17
2024/2/14,0021044180,440,2150,5.000,2024/2/16
2024/2/14,0021044180,450,2200,5.000,2024/2/16
2024/2/14,0021044180,460,2350,5.000,2024/2/17
2024/2/14,0021044180,470,2400,10.000,2024/2/16
2024/2/14,0021044180,480,2600,5.000,2024/2/16
2024/2/14,0021044180,490,2700,5.000,2024/2/16
2024/2/15,0021044199,10,1800,2.000,2024/2/15
2024/2/15,0021044199,20,1900,1.000,2024/2/15
2024/2/15,0021044199,30,2100,1.000,2024/2/15
2024/2/15,0021044199,40,2200,1.000,2024/2/15
2024/2/15,0021044199,50,2400,1.000,2024/2/15
2024/2/15,0021044199,60,1950,1.000,2024/2/15
2024/2/15,0021044199,70,2000,1.000,2024/2/15
2024/2/15,0021044199,80,2150,1.000,2024/2/15
2024/2/15,0021044199,90,2250,2.000,2024/2/15
2024/2/15,0021044199,100,1700,1.000,2024/2/15
2024/2/15,0021044199,110,2000,19.000,2024/2/15
2024/2/15,0021044199,120,2200,2.000,2024/2/15
2024/2/15,0021044199,130,2300,2.000,2024/2/15
2024/2/15,0021044199,140,2350,14.000,2024/2/15
2024/2/15,0021044199,150,2500,17.000,2024/2/15
2024/2/15,0021044199,160,2800,2.000,2024/2/15
2024/2/15,0021044199,170,1800,1.000,2024/2/15
2024/2/15,0021044199,180,1850,1.000,2024/2/15
2024/2/15,0021044199,190,2000,1.000,2024/2/15
2024/2/15,0021044199,200,2150,1.000,2024/2/15
2024/2/15,0021044199,210,2250,1.000,2024/2/15
2024/2/15,0021044199,220,2600,1.000,2024/2/15
2024/2/15,0021044199,230,1650,1.000,2024/2/15
2024/2/15,0021044199,240,1800,1.000,2024/2/15
2024/2/15,0021044199,250,1850,2.000,2024/2/15
2024/2/15,0021044199,260,1900,27.000,2024/2/15
2024/2/15,0021044199,270,1950,4.000,2024/2/15
2024/2/15,0021044199,280,2050,6.000,2024/2/15
2024/2/15,0021044199,290,2100,2.000,2024/2/15
2024/2/15,0021044199,300,2250,17.000,2024/2/15
2024/2/15,0021044199,310,2600,2.000,2024/2/15
2024/2/15,0021044206,60,1650,6.000,2024/2/17
2024/2/15,0021044206,80,2350,5.000,2024/2/17
2024/2/15,0021044206,110,1950,4.000,2024/2/22
2024/2/15,0021044206,120,1700,6.000,2024/2/17
2024/2/15,0021044209,10,1050,6.000,2024/2/15
2024/2/15,0021044211,10,1500,1.000,2024/2/15
2024/2/15,0021044211,60,1400,1.000,2024/2/15
2024/2/15,0021044211,70,1500,1.000,2024/2/15
2024/2/15,0021044211,130,1400,1.000,2024/2/15
2024/2/15,0021044211,140,1470,1.000,2024/2/15
2024/2/15,0021044212,10,1330,1.000,2024/2/15
2024/2/15,0021044212,20,1350,1.000,2024/2/15
2024/2/15,0021044212,30,1800,1.000,2024/2/15
2024/2/15,0021044212,40,2350,2.000,2024/2/15
2024/2/15,0021044212,50,1620,1.000,2024/2/15
2024/2/15,0021044212,60,1661,1.000,2024/2/15
2024/2/15,0021044212,100,1850,1.000,2024/2/15
2024/2/15,0021044212,110,2000,5.000,2024/2/15
2024/2/15,0021044212,120,1250,1.000,2024/2/15
2024/2/15,0021044212,140,1380,1.000,2024/2/15
2024/2/15,0021044212,210,2100,1.000,2024/2/15
2024/2/15,0021044212,220,2500,1.000,2024/2/15
2024/2/15,0021044217,10,1600,2.000,2024/2/21
2024/2/15,0021044217,20,1900,3.000,2024/2/15
2024/2/15,0021044217,30,1950,2.000,2024/2/15
2024/2/15,0021044217,40,2050,2.000,2024/2/21
2024/2/15,0021044217,50,2200,2.000,2024/2/21
2024/2/15,0021044217,60,2350,3.000,2024/2/15
2024/2/15,0021044217,70,2400,2.000,2024/2/18
2024/2/15,0021044217,80,2020,10.000,2024/2/21
2024/2/15,0021044217,90,1750,4.000,2024/2/15
2024/2/15,0021044217,100,1300,2.000,2024/2/21
2024/2/15,0021044217,110,1500,2.000,2024/2/15
2024/2/15,0021044217,120,1700,2.000,2024/2/15
2024/2/15,0021044217,130,2000,4.000,2024/2/15
2024/2/15,0021044217,140,2100,4.000,2024/2/21
2024/2/15,0021044217,150,2150,4.000,2024/2/21
2024/2/15,0021044217,160,2300,2.000,2024/2/15
2024/2/15,0021044217,170,1800,2.000,2024/2/15
2024/2/15,0021044219,20,1500,1.000,2024/2/15
2024/2/15,0021044219,30,1600,1.000,2024/2/15
2024/2/15,0021044219,50,2300,1.000,2024/2/15
2024/2/15,0021044221,10,2100,5.000,2024/2/15
2024/2/15,0021044221,20,2200,3.000,2024/2/15
2024/2/15,0021044221,30,1950,11.000,2024/2/15
2024/2/15,0021044222,10,1400,1.000,2024/2/15
2024/2/15,0021044222,20,1470,1.000,2024/2/15
2024/2/15,0021044222,30,1500,1.000,2024/2/15
2024/2/15,0021044222,40,1400,1.000,2024/2/15
2024/2/15,0021044222,50,1500,1.000,2024/2/15
2024/2/15,0021044227,10,2300,3.000,2024/2/15
2024/2/15,0021044229,10,2500,1.000,2024/2/15
2024/2/15,0021044229,20,2200,2.000,2024/2/15
2024/2/15,0021044229,30,2300,2.000,2024/2/15
2024/2/15,0021044229,40,2400,1.000,2024/2/15
2024/2/15,0021044231,10,2350,10.000,2024/2/15
2024/2/15,0021044231,20,2500,10.000,2024/2/15
2024/2/15,0021044231,30,2650,10.000,2024/2/15
2024/2/15,0021044231,40,2800,2.000,2024/2/15
2024/2/15,0021044232,10,2050,6.000,2024/2/15
2024/2/15,0021044232,20,1700,2.000,2024/2/15
2024/2/15,0021044237,10,1500,6.000,2024/2/21
2024/2/15,0021044237,20,2400,4.000,2024/2/21
2024/2/15,0021044237,30,2500,7.000,2024/2/21
2024/2/15,0021044237,40,1900,2.000,2024/2/21
2024/2/15,0021044237,50,1400,4.000,2024/2/21
2024/2/15,0021044237,60,2000,3.000,2024/2/15
2024/2/15,0021044237,70,2200,3.000,2024/2/21
2024/2/15,0021044237,80,1800,2.000,2024/2/15
2024/2/15,0021044240,10,1300,2.000,2024/2/16
2024/2/15,0021044242,10,1830,3.000,2024/2/15
2024/2/15,0021044243,20,2620,8.000,2024/2/15
2024/2/15,0021044244,20,2480,2.000,2024/2/15
2024/2/15,0021044244,30,2620,6.000,2024/2/15
2024/2/15,0021044245,20,2480,2.000,2024/2/15
2024/2/15,0021044245,30,2120,7.000,2024/2/15
2024/2/15,0021044246,20,2120,9.000,2024/2/15
2024/2/15,0021044247,20,2120,10.000,2024/2/15
2024/2/15,0021044248,20,2120,9.000,2024/2/15
2024/2/15,0021044249,30,1980,5.000,2024/2/15
2024/2/15,0021044250,20,1900,10.000,2024/2/15
2024/2/15,0021044252,20,1900,8.000,2024/2/15
2024/2/15,0021044252,30,2800,2.000,2024/2/15
2024/2/15,0021044253,20,2800,6.000,2024/2/15
2024/2/15,0021044254,20,2800,7.000,2024/2/15
2024/2/15,0021044255,20,2800,7.000,2024/2/15
2024/2/15,0021044258,20,2770,6.000,2024/2/15
2024/2/15,0021044260,10,1450,1.000,2024/2/15
2024/2/15,0021044260,20,1700,1.000,2024/2/15
2024/2/15,0021044260,30,1850,1.000,2024/2/15
2024/2/15,0021044260,40,1950,1.000,2024/2/18
2024/2/15,0021044260,50,2200,5.000,2024/2/18
2024/2/15,0021044260,60,1750,1.000,2024/2/18
2024/2/15,0021044260,70,2150,1.000,2024/2/15
2024/2/15,0021044260,80,1650,1.000,2024/2/18
2024/2/15,0021044260,90,1900,1.000,2024/2/18
2024/2/15,0021044260,100,2000,1.000,2024/2/15
2024/2/15,0021044260,110,2100,5.000,2024/2/15
2024/2/15,0021044260,120,2300,1.000,2024/2/15
2024/2/15,0021044260,130,2050,1.000,2024/2/15
2024/2/15,0021044260,140,2300,3.000,2024/2/15
2024/2/15,0021044260,150,2150,3.000,2024/2/15
2024/2/15,0021044265,10,2050,1.000,2024/2/15
2024/2/15,0021044272,10,1750,30.000,2024/2/15
2024/2/15,0021044272,20,2000,30.000,2024/2/15
2024/2/15,0021044272,30,2050,20.000,2024/2/15
2024/2/15,0021044272,40,1300,14.000,2024/2/15
2024/2/15,0021044272,50,1400,20.000,2024/2/15
2024/2/15,0021044272,60,1650,20.000,2024/2/15
2024/2/15,0021044272,70,1900,20.000,2024/2/15
2024/2/15,0021044274,10,2700,10.000,2024/2/15
2024/2/15,0021044274,20,2100,8.000,2024/2/15
2024/2/15,0021044274,30,1950,5.000,2024/2/15
2024/2/15,0021044274,40,2500,10.000,2024/2/17
2024/2/15,0021044274,50,2250,8.000,2024/2/15
2024/2/15,0021044274,60,2150,8.000,2024/2/15
2024/2/15,0021044274,70,2050,8.000,2024/2/15
2024/2/15,0021044274,80,1700,5.000,2024/2/15
2024/2/15,0021044276,10,2700,2.000,2024/2/15
2024/2/15,0021044276,20,2250,2.000,2024/2/17
2024/2/15,0021044276,30,2050,2.000,2024/2/15
2024/2/15,0021044276,40,1950,1.000,2024/2/15
2024/2/15,0021044276,50,2500,2.000,2024/2/17
2024/2/15,0021044276,60,2150,2.000,2024/2/15
2024/2/15,0021044276,70,2100,2.000,2024/2/17
2024/2/15,0021044277,20,2800,8.000,2024/2/15
2024/2/15,0021044278,20,2800,7.000,2024/2/15
2024/2/15,0021044279,20,2800,7.000,2024/2/15
2024/2/15,0021044280,20,2800,7.000,2024/2/15
2024/2/15,0021044281,10,1900,2.000,2024/2/17
2024/2/15,0021044281,20,2000,2.000,2024/2/17
2024/2/15,0021044281,30,2350,4.000,2024/2/17
2024/2/15,0021044281,40,2150,1.000,2024/2/17
2024/2/15,0021044281,50,2250,2.000,2024/2/17
2024/2/15,0021044282,10,1850,4.000,2024/2/17
2024/2/15,0021044282,20,1900,4.000,2024/2/17
2024/2/15,0021044282,30,2000,3.000,2024/2/17
2024/2/15,0021044282,40,1800,2.000,2024/2/20
2024/2/15,0021044282,50,1950,7.000,2024/2/17
2024/2/15,0021044283,10,1900,2.000,2024/2/17
2024/2/15,0021044284,10,1950,9.000,2024/2/17
2024/2/15,0021044284,20,1900,9.000,2024/2/17
2024/2/15,0021044284,30,2000,4.000,2024/2/17
2024/2/15,0021044447,10,1850,2.000,2024/2/15
2024/2/15,0021044448,10,980,6.000,2024/2/15
2024/2/15,0021044448,20,1000,2.000,2024/2/15
2024/2/15,0021044448,30,960,1.000,2024/2/15
2024/2/15,0021044448,40,1000,1.000,2024/2/15
2024/2/15,0021044448,50,1100,3.000,2024/2/15
2024/2/15,0021044448,60,1060,12.000,2024/2/15
2024/2/15,0021044448,70,1150,1.000,2024/2/15
2024/2/15,0021044448,80,1050,2.000,2024/2/15
2024/2/15,0021044448,90,1150,1.000,2024/2/15
2024/2/15,0021044452,10,920,28.000,2024/2/19
2024/2/15,0021044452,20,1200,53.000,2024/2/19
2024/2/15,0021044452,30,990,13.000,2024/2/19
2024/2/15,0021044452,40,1030,6.000,2024/2/19
2024/2/15,0021044452,50,1050,25.000,2024/2/19
2024/2/15,0021044452,60,1130,23.000,2024/2/19
2024/2/15,0021044453,10,1050,8.000,2024/2/15
2024/2/15,0021044453,20,950,1.000,2024/2/19
2024/2/15,0021044457,10,1300,20.000,2024/2/18
2024/2/15,0021044457,20,1500,20.000,2024/2/18
2024/2/16,0021044486,10,1900,4.000,2024/2/16
2024/2/16,0021044486,30,1750,6.000,2024/2/16
2024/2/16,0021044488,10,1350,16.000,2024/2/22
2024/2/16,0021044488,20,1400,58.000,2024/2/22
2024/2/16,0021044488,30,1450,8.000,2024/2/22
2024/2/16,0021044488,40,1800,40.000,2024/2/22
2024/2/16,0021044488,50,1850,4.000,2024/2/22
2024/2/16,0021044488,60,2100,7.000,2024/2/22
2024/2/16,0021044488,70,2150,13.000,2024/2/22
2024/2/16,0021044488,80,2200,15.000,2024/2/22
2024/2/16,0021044488,90,2350,3.000,2024/2/22
2024/2/16,0021044488,100,2400,15.000,2024/2/22
2024/2/16,0021044488,110,2500,12.000,2024/2/22
2024/2/16,0021044488,120,1300,30.000,2024/2/22
2024/2/16,0021044488,130,1500,7.000,2024/2/22
2024/2/16,0021044488,140,1600,23.000,2024/2/22
2024/2/16,0021044488,150,1950,9.000,2024/2/22
2024/2/16,0021044488,160,2050,7.000,2024/2/22
2024/2/16,0021044488,170,2250,40.000,2024/2/22
2024/2/16,0021044488,180,2300,8.000,2024/2/22
2024/2/16,0021044488,190,2450,15.000,2024/2/22
2024/2/16,0021044495,10,1750,1.000,2024/2/16
2024/2/16,0021044502,10,950,6.000,2024/2/22
2024/2/16,0021044502,20,1100,8.000,2024/2/22
2024/2/16,0021044502,30,1500,8.000,2024/2/22
2024/2/16,0021044502,40,1700,16.000,2024/2/22
2024/2/16,0021044502,50,1250,1.000,2024/2/22
2024/2/16,0021044502,60,1300,6.000,2024/2/22
2024/2/16,0021044502,70,1350,6.000,2024/2/22
2024/2/16,0021044502,80,1400,16.000,2024/2/22
2024/2/16,0021044505,20,1700,6.000,2024/2/16
2024/2/16,0021044505,30,2200,4.000,2024/2/16
2024/2/16,0021044505,40,1350,2.000,2024/2/16
2024/2/16,0021044505,50,1450,6.000,2024/2/16
2024/2/16,0021044505,60,2250,3.000,2024/2/16
2024/2/16,0021044506,10,2040,40.000,2024/2/16
2024/2/16,0021044507,10,1680,5.000,2024/2/16
2024/2/16,0021044507,30,990,28.000,2024/2/16
2024/2/16,0021044509,10,1850,20.000,2024/2/19
2024/2/16,0021044509,20,1900,20.000,2024/2/19
2024/2/16,0021044512,10,2200,5.000,2024/2/16
2024/2/16,0021044512,20,2100,3.000,2024/2/16
2024/2/16,0021044512,30,2000,6.000,2024/2/17
2024/2/16,0021044512,40,1900,5.000,2024/2/16
2024/2/16,0021044512,50,1700,5.000,2024/2/17
2024/2/16,0021044512,60,1600,3.000,2024/2/16
2024/2/16,0021044512,70,1350,4.000,2024/2/17
2024/2/16,0021044512,80,1300,4.000,2024/2/16
2024/2/16,0021044512,90,1200,4.000,2024/2/17
2024/2/16,0021044512,100,1750,8.000,2024/2/16
2024/2/16,0021044512,110,1650,3.000,2024/2/16
2024/2/16,0021044512,120,1550,4.000,2024/2/22
2024/2/16,0021044512,130,1450,6.000,2024/2/17
2024/2/16,0021044512,140,1400,4.000,2024/2/16
2024/2/16,0021044512,150,1150,4.000,2024/2/17
2024/2/16,0021044516,20,2300,7.000,2024/2/16
2024/2/16,0021044516,40,2200,2.000,2024/2/16
2024/2/16,0021044517,20,2150,2.000,2024/2/17
2024/2/16,0021044517,50,2020,8.000,2024/2/21
2024/2/16,0021044517,60,2200,4.000,2024/2/21
2024/2/16,0021044518,10,1150,4.000,2024/2/22
2024/2/16,0021044518,20,1250,2.000,2024/2/16
2024/2/16,0021044518,30,1850,2.000,2024/2/16
2024/2/16,0021044518,40,1350,2.000,2024/2/16
2024/2/16,0021044518,50,1450,5.000,2024/2/16
2024/2/16,0021044518,60,1650,2.000,2024/2/22
2024/2/16,0021044518,70,1750,4.000,2024/2/16
2024/2/16,0021044518,80,1900,5.000,2024/2/16
2024/2/16,0021044519,10,1120,1.000,2024/2/16
2024/2/16,0021044519,20,1140,1.000,2024/2/16
2024/2/16,0021044523,10,1810,8.000,2024/2/16
2024/2/16,0021044523,20,1300,10.000,2024/2/16
2024/2/16,0021044523,30,1820,6.000,2024/2/16
2024/2/16,0021044524,10,1050,15.000,2024/2/16
2024/2/16,0021044524,20,1150,10.000,2024/2/16
2024/2/16,0021044524,30,850,13.000,2024/2/16
2024/2/16,0021044524,40,1150,9.000,2024/2/16
2024/2/16,0021044524,50,1100,30.000,2024/2/20
2024/2/16,0021044524,60,1000,15.000,2024/2/19
2024/2/16,0021044524,70,950,11.000,2024/2/16
2024/2/16,0021044524,80,1250,5.000,2024/2/16
2024/2/16,0021044524,90,1200,5.000,2024/2/16
2024/2/16,0021044525,10,1650,2.000,2024/2/16
2024/2/16,0021044528,10,1250,53.000,2024/2/21
2024/2/16,0021044528,20,1600,60.000,2024/2/22
2024/2/16,0021044528,30,1650,8.000,2024/2/19
2024/2/16,0021044528,40,1800,11.000,2024/2/19
2024/2/16,0021044528,50,1950,7.000,2024/2/20
2024/2/16,0021044528,60,1150,37.000,2024/2/17
2024/2/16,0021044528,70,1750,8.000,2024/2/19
2024/2/16,0021044528,80,1850,7.000,2024/2/20
2024/2/16,0021044528,90,1900,107.000,2024/2/22
2024/2/16,0021044528,100,2050,60.000,2024/2/22
2024/2/16,0021044528,110,2100,7.000,2024/2/20
2024/2/16,0021044528,120,2150,14.000,2024/2/21
2024/2/16,0021044528,130,2200,17.000,2024/2/21
2024/2/16,0021044529,10,1700,12.000,2024/2/16
2024/2/16,0021044529,20,1950,12.000,2024/2/16
2024/2/16,0021044529,30,2000,7.000,2024/2/16
2024/2/16,0021044529,40,2150,12.000,2024/2/16
2024/2/16,0021044529,50,2450,6.000,2024/2/16
2024/2/16,0021044529,60,2700,18.000,2024/2/16
2024/2/16,0021044529,70,1600,12.000,2024/2/16
2024/2/16,0021044529,80,1650,12.000,2024/2/16
2024/2/16,0021044529,90,2050,15.000,2024/2/16
2024/2/16,0021044529,100,2400,4.000,2024/2/16
2024/2/16,0021044529,110,2500,8.000,2024/2/16
2024/2/16,0021044529,120,2600,8.000,2024/2/16
2024/2/16,0021044535,50,1400,1.000,2024/2/16
2024/2/16,0021044535,60,1500,1.000,2024/2/16
2024/2/16,0021044535,70,1550,1.000,2024/2/16
2024/2/16,0021044535,80,2100,1.000,2024/2/16
2024/2/16,0021044535,90,1600,1.000,2024/2/16
2024/2/16,0021044535,100,1700,2.000,2024/2/16
2024/2/16,0021044535,110,2480,1.000,2024/2/16
2024/2/16,0021044535,120,860,1.000,2024/2/16
2024/2/16,0021044535,130,2750,1.000,2024/2/17
2024/2/16,0021044535,140,2300,1.000,2024/2/16
2024/2/16,0021044535,150,1650,1.000,2024/2/17
2024/2/16,0021044535,170,2400,1.000,2024/2/17
2024/2/16,0021044535,180,2450,1.000,2024/2/16
2024/2/16,0021044536,10,2200,2.000,2024/2/16
2024/2/16,0021044536,20,2400,2.000,2024/2/16
2024/2/16,0021044536,40,1600,2.000,2024/2/16
2024/2/16,0021044536,50,1900,2.000,2024/2/16
2024/2/16,0021044536,60,2100,1.000,2024/2/16
2024/2/16,0021044536,70,2300,2.000,2024/2/16
2024/2/16,0021044536,100,1500,2.000,2024/2/16
2024/2/16,0021044536,110,1700,2.000,2024/2/16
2024/2/16,0021044536,120,2000,1.000,2024/2/16
2024/2/16,0021044536,130,2700,3.000,2024/2/16
2024/2/16,0021044536,140,2500,2.000,2024/2/16
2024/2/16,0021044536,150,1500,2.000,2024/2/16
2024/2/16,0021044536,160,1600,2.000,2024/2/16
2024/2/16,0021044536,170,1800,2.000,2024/2/16
2024/2/16,0021044536,180,2800,3.000,2024/2/16
2024/2/16,0021044536,190,2200,3.000,2024/2/16
2024/2/16,0021044536,200,2000,2.000,2024/2/16
2024/2/16,0021044536,210,2100,2.000,2024/2/16
2024/2/16,0021044536,220,2300,2.000,2024/2/16
2024/2/16,0021044536,230,2400,2.000,2024/2/16
2024/2/16,0021044536,240,2600,3.000,2024/2/16
2024/2/16,0021044536,250,1700,2.000,2024/2/16
2024/2/16,0021044536,260,1900,2.000,2024/2/16
2024/2/16,0021044537,10,1000,15.000,2024/2/16
2024/2/16,0021044538,10,2050,5.000,2024/2/16
2024/2/16,0021044538,20,2250,8.000,2024/2/16
2024/2/16,0021044538,30,1900,14.000,2024/2/16
2024/2/16,0021044538,40,1950,3.000,2024/2/16
2024/2/16,0021044538,50,2000,12.000,2024/2/16
2024/2/16,0021044538,60,2500,7.000,2024/2/16
2024/2/16,0021044541,10,1900,12.000,2024/2/16
2024/2/16,0021044541,20,2000,5.000,2024/2/16
2024/2/16,0021044541,30,1750,1.000,2024/2/16
2024/2/16,0021044541,40,1850,1.000,2024/2/16
2024/2/16,0021044541,50,2200,1.000,2024/2/16
2024/2/16,0021044541,60,2250,8.000,2024/2/16
2024/2/16,0021044541,70,2500,8.000,2024/2/16
2024/2/16,0021044541,80,2600,1.000,2024/2/16
2024/2/16,0021044542,10,2000,6.000,2024/2/16
2024/2/16,0021044542,20,2050,3.000,2024/2/16
2024/2/16,0021044542,30,2100,3.000,2024/2/16
2024/2/16,0021044550,10,1700,3.000,2024/2/16
2024/2/16,0021044560,10,1300,20.000,2024/2/17
2024/2/16,0021044560,20,1750,2.000,2024/2/17
2024/2/16,0021044560,30,2000,12.000,2024/2/17
2024/2/16,0021044560,40,2050,6.000,2024/2/17
2024/2/16,0021044560,50,2100,2.000,2024/2/17
2024/2/16,0021044560,60,2150,2.000,2024/2/17
2024/2/16,0021044560,70,2200,2.000,2024/2/17
2024/2/16,0021044560,80,2250,2.000,2024/2/17
2024/2/16,0021044560,90,2350,2.000,2024/2/17
2024/2/16,0021044560,100,2450,1.000,2024/2/17
2024/2/16,0021044560,110,2500,2.000,2024/2/17
2024/2/16,0021044560,120,1300,5.000,2024/2/17
2024/2/16,0021044560,130,1350,8.000,2024/2/17
2024/2/16,0021044560,140,1750,8.000,2024/2/17
2024/2/16,0021044560,150,1850,6.000,2024/2/17
2024/2/16,0021044560,160,1900,8.000,2024/2/17
2024/2/16,0021044560,170,1950,3.000,2024/2/17
2024/2/16,0021044560,180,2000,7.000,2024/2/17
2024/2/16,0021044560,190,2100,5.000,2024/2/17
2024/2/16,0021044560,200,2150,10.000,2024/2/17
2024/2/16,0021044560,210,2300,1.000,2024/2/17
2024/2/16,0021044560,220,2400,6.000,2024/2/17
2024/2/16,0021044560,230,2450,4.000,2024/2/17
2024/2/16,0021044560,240,2500,5.000,2024/2/17
2024/2/16,0021044560,250,1300,2.000,2024/2/17
2024/2/16,0021044560,260,1500,1.000,2024/2/17
2024/2/16,0021044560,270,1700,6.000,2024/2/17
2024/2/16,0021044560,280,1800,1.000,2024/2/17
2024/2/16,0021044560,290,2050,6.000,2024/2/17
2024/2/16,0021044560,300,2200,7.000,2024/2/17
2024/2/16,0021044560,310,2250,7.000,2024/2/17
2024/2/16,0021044560,320,1750,4.000,2024/2/17
2024/2/16,0021044560,330,1800,4.000,2024/2/17
2024/2/16,0021044560,340,1850,5.000,2024/2/17
2024/2/16,0021044560,350,1900,4.000,2024/2/17
2024/2/16,0021044560,360,2000,14.000,2024/2/17
2024/2/16,0021044560,370,2100,5.000,2024/2/17
2024/2/16,0021044560,380,2300,1.000,2024/2/17
2024/2/16,0021044560,390,1950,1.000,2024/2/17
2024/2/16,0021044560,400,2050,5.000,2024/2/17
2024/2/16,0021044560,410,2150,11.000,2024/2/17
2024/2/16,0021044560,420,2200,2.000,2024/2/17
2024/2/16,0021044560,430,2250,15.000,2024/2/17
2024/2/16,0021044560,440,2450,2.000,2024/2/17
2024/2/16,0021044561,10,1050,2.000,2024/2/16
2024/2/16,0021044562,10,2200,2.000,2024/2/16
2024/2/16,0021044562,20,2400,1.000,2024/2/16
2024/2/16,0021044566,10,1580,1.000,2024/2/16
2024/2/16,0021044567,10,1500,4.000,2024/2/22
